id,smiles,compound_class,compound_subclass,name,molecular_weight,formula,cas_number,created_at,updated_at,MolLogP,qed,ExactMolWt,fr_phenol,fr_methoxy,fr_lactone,fr_urea
316,OC[C@H]1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@H]1O,Flavonoids,Flavonols,Kaempferol 3-O-galactoside,448.37699999999995,C21H20O11,23627-87-4,2004-09-08 00:00:00 UTC,2015-05-10 23:28:47 UTC,-0.24450000000000038,0.27862775233161235,448.1005614599999,3,0,0,0
317,OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC=CC=C2)=C1,Flavonoids,Flavonols,Galangin,270.237,C15H10O5,548-83-4,2004-04-22 13:33:20 UTC,2015-05-10 23:28:47 UTC,2.5768000000000004,0.6318329361180623,270.05282342000004,2,0,0,0
318,COC1=C(O)C=CC(=C1)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,Flavonoids,Flavonols,Isorhamnetin,316.262,C16H12O7,480-19-3,2002-09-02 11:41:58 UTC,2015-05-10 23:28:47 UTC,2.2910000000000004,0.5721390849031665,316.058302724,3,1,0,0
319,OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,Kaempferol 3-O-glucoside,448.37699999999995,C21H20O11,480-10-4,2004-09-08 00:00:00 UTC,2015-05-10 23:28:47 UTC,-0.24450000000000038,0.27862775233161235,448.1005614599999,3,0,0,0
320,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=CC(O)=C3C(=O)C(O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Kaempferol 3-O-rutinoside,594.518,C27H30O15,,2004-09-14 00:00:00 UTC,2015-05-10 23:28:47 UTC,-1.3927000000000012,0.1592907073840895,594.15847026,2,0,0,0
321,[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-glucosyl-rhamnosyl-galactoside,756.659,C33H40O20,,2003-04-17 13:37:32 UTC,2015-05-10 23:28:47 UTC,-3.568499999999999,0.10045024021757301,756.21129368,3,0,0,0
322,[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-glucosyl-rhamnosyl-glucoside,756.659,C33H40O20,,2003-04-17 13:41:05 UTC,2015-05-10 23:28:47 UTC,-3.568499999999999,0.10045024021757301,756.21129368,3,0,0,0
323,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-glucosyl-rhamnosyl-galactoside,772.658,C33H40O21,134953-93-8,2003-04-17 13:33:23 UTC,2015-05-10 23:28:47 UTC,-3.8629000000000002,0.09254714298402636,772.2062083000001,4,0,0,0
324,[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]1([H])O,Flavonoids,Flavonols,Quercetin 3-O-glucosyl-rhamnosyl-glucoside,772.658,C33H40O21,,2006-06-19 00:00:00 UTC,2015-05-10 23:28:47 UTC,-3.8629000000000002,0.09254714298402636,772.2062083000001,4,0,0,0
325,COC1=CC(O)=C2C(=O)C(O)=C(OC2=C1)C1=CC(O)=C(O)C=C1,Flavonoids,Flavonols,Rhamnetin,316.262,C16H12O7,90-19-7,2002-09-02 11:41:58 UTC,2015-05-10 23:28:47 UTC,2.2910000000000013,0.5352134345240502,316.058302724,3,1,0,0
326,COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)C2=C(O)C=C(O)C=C2O1,Flavonoids,Flavonols,Isorhamnetin 3-O-glucoside,478.403,C22H22O12,,2004-06-18 00:00:00 UTC,2015-05-10 23:28:47 UTC,-0.2359000000000006,0.25431313268861316,478.11112614399985,3,1,0,0
327,C[C@@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Myricetin 3-O-rhamnoside,464.376,C21H20O12,17912-87-7,2004-06-23 00:00:00 UTC,2015-05-10 23:28:47 UTC,0.1942999999999998,0.24425467408199003,464.09547607999986,5,0,0,0
328,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-rhamnosyl-galactoside,610.518,C27H30O16,,2004-10-28 14:59:47 UTC,2015-05-10 23:28:47 UTC,-1.6871000000000005,0.13951784322162464,610.15338488,4,0,0,0
330,OC1C(O)C(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C(O)=C2)OC(C1O)C(O)=O,Flavonoids,Flavonols,Quercetin 3-O-glucuronide,478.36,C21H18O13,,2005-01-28 15:35:45 UTC,2015-05-10 23:28:47 UTC,-0.4466000000000006,0.22258006509084916,478.07474063599983,4,0,0,0
331,[H][C@@]1(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(OC)=C(O)C=C2)O[C@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Isorhamnetin 3-O-glucuronide,492.38599999999997,C22H20O13,,2005-01-28 15:54:47 UTC,2015-05-10 23:28:47 UTC,-0.14360000000000012,0.24693883149789742,492.09039069999983,3,1,0,0
332,OCC1OC(OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC(O)=C(O)C(O)=C2)C(O)C1O,Flavonoids,Flavonols,Myricetin 3-O-arabinoside,450.35,C20H18O12,,2005-02-04 00:00:00 UTC,2015-05-10 23:28:47 UTC,-0.19420000000000037,0.24303745887699288,450.07982601599986,5,0,0,0
334,OC[C@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O)=C(OC3=C2)C2=CC(O)=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,"Quercetin 7,4'-O-diglucoside",626.5169999999999,C27H30O17,,2006-06-19 00:00:00 UTC,2015-05-10 23:28:47 UTC,-3.0658,0.12400601140866653,626.1482994999999,2,0,0,0
335,OC[C@H]1O[C@@H](OC2=C(O)C=C(C=C2)C2=C(O)C(=O)C3=C(O)C=C(O)C=C3O2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,Quercetin 4'-O-glucoside,464.376,C21H20O12,20229-56-5,2006-06-19 00:00:00 UTC,2015-05-10 23:28:47 UTC,-0.5389000000000006,0.2446657864837523,464.09547607999986,3,0,0,0
336,COC1=CC(=CC=C1OC1OC(CO)C(O)C(O)C1O)C1=C(O)C(=O)C2=C(O)C=C(O)C=C2O1,Flavonoids,Flavonols,Isorhamnetin 4'-O-glucoside,478.403,C22H22O12,,2004-06-18 00:00:00 UTC,2015-05-10 23:28:47 UTC,-0.23590000000000066,0.254313132688613,478.11112614399985,2,1,0,0
337,COC1=CC(O)=C2C(=O)C(OC)=C(OC2=C1)C1=CC(O)=C(O)C=C1,Flavonoids,Flavonols,"3,7-Dimethylquercetin",330.289,C17H14O7,,2006-09-28 00:00:00 UTC,2015-05-10 23:28:48 UTC,2.594000000000001,0.6331778325788227,330.073952788,3,2,0,0
338,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,Kaempferol 3-O-sophoroside,610.518,C27H30O16,19895-95-5,2006-07-12 10:08:25 UTC,2015-05-10 23:28:48 UTC,-2.4202999999999997,0.13329194713506143,610.15338488,3,0,0,0
339,OC[C@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,"Kaempferol 3,7-O-diglucoside",610.518,C27H30O16,,2006-07-12 10:08:25 UTC,2015-05-10 23:28:48 UTC,-2.7714000000000003,0.12964773765529608,610.15338488,2,0,0,0
341,OCC1OC(OC2C(O)C(O)C(CO)OC2OC2=C(OC3=CC(OC4OC(CO)C(O)C(O)C4O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(O)C(O)C1O,Flavonoids,Flavonols,Kaempferol 3-O-sophoroside 7-O-glucoside,772.658,C33H40O21,,2006-07-12 13:39:20 UTC,2015-05-10 23:28:48 UTC,-4.947199999999988,0.09176452733995422,772.2062083,2,0,0,0
349,OC1C(O)C(COC(=O)CC(O)=O)OC(OC2=C(OC3=C(C(O)=CC(O)=C3)C2=O)C2=CC(O)=C(O)C=C2)C1O,Flavonoids,Flavonols,"Quercetin 3-O-(6""-malonyl-glucoside)",550.422,C24H22O15,,2006-08-08 11:12:09 UTC,2015-05-10 23:28:48 UTC,-0.5133000000000001,0.10465783493596259,550.095870004,4,0,0,0
350,[H][C@]1(COC(=O)CC(O)=O)O[C@@]([H])(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,Flavonoids,Flavonols,"Kaempferol 3-O-(6""-malonyl-glucoside)",534.423,C24H22O14,,2006-08-08 15:26:18 UTC,2015-05-10 23:28:48 UTC,-0.21890000000000026,0.15338368549212497,534.1009553839999,3,0,0,0
351,C[C@@H]1O[C@H](OC2=C(OC3=CC(O)=CC([O-])=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Kaempferol 3-O-rhamnoside,431.37,C21H19O10,,2006-08-08 15:29:09 UTC,2015-05-10 23:28:48 UTC,0.15109999999999946,0.38410245658234926,431.09837038790994,2,0,0,0
352,OCC1OC(OC2=CC3=C(C(O)=C2)C(=O)C(OC2OC(COC(=O)CC(O)=O)C(O)C(O)C2O)=C(O3)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O,Flavonoids,Flavonols,"Quercetin 3-O-(6""-malonyl-glucoside) 7-O-glucoside",712.563,C30H32O20,,2006-08-08 15:31:15 UTC,2015-05-10 23:28:48 UTC,-3.0401999999999982,0.05650616849213365,712.1486934239999,3,0,0,0
356,COC1=C(O)C2=C(OC(=C(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3OC3OCC(O)(CO)C3O)C2=O)C2=CC=C(O)C(O)=C2)C=C1O,Flavonoids,Flavonols,Patuletin 3-O-glucosyl-(1->6)-[apiosyl(1->2)]-glucoside,788.6569999999999,C33H40O22,,2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC,-4.241199999999997,0.08183769840235225,788.20112292,4,1,0,0
357,COC1=CC(=CC=C1O)C1=C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2OC2OCC(O)(CO)C2O)C(=O)C2=C(O1)C=C(O)C(OC)=C2O,Flavonoids,Flavonols,Spinacetin 3-O-glucosyl-(1->6)-[apiosyl(1->2)]-glucoside,802.684,C34H42O22,,2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC,-3.938199999999997,0.08314834958917655,802.216772984,3,2,0,0
358,[H][C@@]1(O[C@]2([H])[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(CO[C@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])OC(=O)\C=C\C3=CC(OC)=C(O)C=C3)O[C@@]2([H])OC2=C(OC3=C(C(O)=C(OC)C(O)=C3)C2=O)C2=CC=C(O)C(O)=C2)OC[C@](O)(CO)[C@@]1([H])O,Flavonoids,Flavonols,Patuletin 3-O-(2''-feruloylglucosyl)(1->6)-[apiosyl(1->2)]-glucoside,964.826,C43H48O25,,2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC,-2.2626999999999957,0.03395312680551707,964.2484670360002,5,2,0,0
359,[H][C@@]1(O[C@@]2([H])[C@]([H])(OC3=C(OC4=CC(O)=C(OC)C(O)=C4C3=O)C3=CC=C(O)C(OC)=C3)OC(CO[C@]3([H])O[C@@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])OC(=O)\C=C\C3=CC=C(O)C=C3)[C@@]([H])(O)[C@]2([H])O)OC[C@](O)(CO)[C@@]1([H])O,Flavonoids,Flavonols,"Spinacetin 3-O-(2""-p-coumaroylglucosyl)(1->6)-[apiosyl(1->2)]-glucoside",948.827,C43H48O24,,2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC,-1.9682999999999997,0.04542274073893613,948.2535524160002,4,2,0,0
360,[H][C@@]1(O[C@@]2([H])[C@]([H])(OC3=C(OC4=CC(O)=C(OC)C(O)=C4C3=O)C3=CC=C(O)C(OC)=C3)OC(CO[C@]3([H])O[C@@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])OC(=O)\C=C\C3=CC(OC)=C(O)C=C3)[C@@]([H])(O)[C@]2([H])O)OC[C@](O)(CO)[C@@]1([H])O,Flavonoids,Flavonols,"Spinacetin 3-O-(2""-feruloylglucosyl)(1->6)-[apiosyl(1->2)]-glucoside",978.8530000000001,C44H50O25,,2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC,-1.9596999999999984,0.042830524836974915,978.2641171000002,4,3,0,0
361,COC1=CC(=CC=C1O)C1=C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(=O)C2=C(O1)C=C(O)C(OC)=C2O,Flavonoids,Flavonols,Spinacetin 3-O-glucosyl-(1->6)-glucoside,670.57,C29H34O18,,2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC,-2.4031,0.11345880449704379,670.1745142479999,3,2,0,0
362,[H][C@@]1(OC2=CC=C(C=C2OC)C2=C(OC)C(=O)C3=C(O2)C=C(O)C(OC)=C3O)O[C@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Jaceidin 4'-O-glucuronide,536.439,C24H24O14,,2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC,0.16799999999999982,0.2373885181511647,536.1166054479999,2,3,0,0
363,[H][C@@]1(OC2=CC=C(C=C2O)C2=C(OC)C(=O)C3=C(O)C4=C(OCO4)C=C3O2)O[C@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,"5,3',4'-Trihydroxy-3-methoxy-6:7-methylenedioxyflavone 4'-O-glucuronide",520.396,C23H20O14,,2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC,-0.12050000000000055,0.258688905465665,520.0853053199999,2,1,0,0
364,[H][C@@]1(OC2=CC=C(C=C2OC)C2=C(OC)C(=O)C3=C(O)C4=C(OCO4)C=C3O2)O[C@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,"5,4'-Dihydroxy-3,3'-dimethoxy-6:7-methylenedioxyflavone 4'-O-glucuronide",534.423,C24H22O14,,2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC,0.18249999999999955,0.2863451758748412,534.1009553839998,1,2,0,0
367,[H][C@]1(CO)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-xylosyl-glucoside,580.492,C26H28O15,,2007-03-23 00:00:00 UTC,2015-05-10 23:28:48 UTC,-1.7812000000000008,0.14980092916359392,580.1428201959999,3,0,0,0
368,[H][C@]1(COC(C)=O)O[C@@]([H])(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-acetyl-glucoside,490.414,C23H22O12,,2007-03-23 00:00:00 UTC,2015-05-10 23:28:49 UTC,0.3262999999999994,0.2684971534851845,490.11112614399985,3,0,0,0
369,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-xylosyl-rutinoside,742.632,C32H38O20,,2007-03-27 00:00:00 UTC,2015-05-10 23:28:49 UTC,-3.2238,0.1009791188676469,742.1956436160001,4,0,0,0
370,[H][C@@]1(C)O[C@@]([H])(O[C@]2([H])[C@@]([H])(O)[C@]([H])(C)O[C@@]([H])(OC[C@@]3([H])O[C@@]([H])(OC4=C(OC5=CC(O)=CC(O)=C5C4=O)C4=CC=C(O)C=C4)[C@]([H])(O)[C@@]([H])(O)[C@]3([H])O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-xylosyl-rutinoside,740.659,C33H40O19,,2007-03-27 00:00:00 UTC,2015-05-10 23:28:49 UTC,-2.5408999999999993,0.11332846244475263,740.2163790600001,3,0,0,0
375,OC[C@H]1OC(OC2=CC(O)=C3C(=O)C([O-])=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,Kaempferol 7-O-glucoside,447.369,C21H19O11,,2007-05-21 00:00:00 UTC,2015-05-10 23:28:49 UTC,-0.8765000000000003,0.2908855374887037,447.09328500790997,2,0,0,0
376,CC1OC(OC2=CC(O)=C3C(=O)C(OC4OC(CO)C(O)C(O)C4O)=C(OC3=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O,Flavonoids,Flavonols,Kaempferol 3-O-galactoside 7-O-rhamnoside,594.518,C27H30O15,,2007-05-21 00:00:00 UTC,2015-05-10 23:28:49 UTC,-1.7438000000000013,0.15357222557362782,594.15847026,2,0,0,0
377,[H][C@@]1(C)O[C@@]([H])(OC2=CC(O)=C3C(=O)C(O[C@]4([H])O[C@]([H])(COC(C)=O)[C@]([H])(O)[C@]([H])(O)[C@@]4([H])O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-(6''-acetyl-galactoside) 7-O-rhamnoside,636.555,C29H32O16,,2007-05-21 00:00:00 UTC,2015-05-10 23:28:49 UTC,-1.1730000000000014,0.14212912922796322,636.1690349439999,2,0,0,0
378,C[C@@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)=C(OC3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-galactoside 7-O-rhamnoside,610.518,C27H30O16,,2007-05-21 00:00:00 UTC,2015-05-10 23:28:49 UTC,-2.038200000000001,0.13470122306005383,610.15338488,3,0,0,0
379,CC1OC(OC2=CC3=C(C(O)=C2)C(=O)C(OC2OC(COC(C)=O)C(O)C(O)C2O)=C(O3)C2=CC=C(O)C(O)=C2)C(O)C(O)C1O,Flavonoids,Flavonols,Quercetin 3-O-(6''-acetyl-galactoside) 7-O-rhamnoside,652.554,C29H32O17,,2007-05-21 00:00:00 UTC,2015-05-10 23:28:49 UTC,-1.4674000000000011,0.10406703788944455,652.163949564,3,0,0,0
380,[H][C@@]1(C)O[C@@]([H])(OC2=CC(O)=C3C(=O)C(O[C@]4([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]4([H])O[C@]4([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]4([H])O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-(2''-rhamnosyl-galactoside) 7-O-rhamnoside,740.659,C33H40O19,,2007-05-21 00:00:00 UTC,2015-05-10 23:28:49 UTC,-2.8919999999999964,0.110405422150913,740.2163790599999,2,0,0,0
381,[H][C@@]1(C)O[C@@]([H])(OC2=CC(O)=C3C(=O)C(O[C@]4([H])O[C@]([H])(COC(O)=O)[C@]([H])(O)[C@]([H])(O)[C@@]4([H])O[C@]4([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]4([H])O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-(2''-rhamnosyl-6''-acetyl-galactoside) 7-O-rhamnoside,784.669,C34H40O21,,2007-05-21 00:00:00 UTC,2015-05-10 23:28:49 UTC,-2.189699999999996,0.10265804806287523,784.2062083,2,0,0,0
382,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C(O)=C(O)C(O)=C2O,Flavonoids,Flavonols,"6,8-Dihydroxykaempferol",318.235,C15H10O8,,2007-10-02 00:00:00 UTC,2015-05-10 23:28:49 UTC,1.6936000000000004,0.29275469264991644,318.03756727999996,5,0,0,0
383,[H][C@]1(CO)O[C@@]([H])(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(OC)=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Isorhamnetin 3-O-galactoside,478.403,C22H22O12,,2007-10-02 00:00:00 UTC,2015-05-10 23:28:49 UTC,-0.23590000000000022,0.25431313268861316,478.11112614399985,3,1,0,0
384,C[C@@H]1O[C@@H](O[C@H]2[C@H](C)O[C@@H](OC[C@H]3O[C@@H](OC4=C(OC5=CC(O)=CC(O)=C5C4=O)C4=CC(O)=C(O)C=C4)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-rhamnosyl-rhamnosyl-glucoside,756.659,C33H40O20,,2007-10-17 00:00:00 UTC,2015-05-10 23:28:49 UTC,-2.8352999999999997,0.10302675787891098,756.21129368,4,0,0,0
385,[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O[C@]2([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-rhamnosyl-rhamnosyl-glucoside,740.659,C33H40O19,,2007-10-17 00:00:00 UTC,2015-05-10 23:28:49 UTC,-2.5408999999999993,0.11332846244475263,740.21637906,3,0,0,0
386,COC1=C(OC2=CC(O)=CC(O)=C2C1=O)C1=CC=CC=C1,Flavonoids,Flavonols,Methylgalangin,284.263,C16H12O5,,2007-11-01 00:00:00 UTC,2015-05-10 23:28:49 UTC,2.8798000000000012,0.7560099167404621,284.06847348400004,2,1,0,0
387,[H][C@]1(CO)O[C@@]([H])(OC2=CC=C(C=C2)C2=C(O[C@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)C(=O)C3=C(O)C=C(O[C@]4([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]4([H])O)C=C3O2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,Flavonoids,Flavonols,"Kaempferol 3,7,4'-O-triglucoside",772.658,C33H40O21,,2007-11-07 00:00:00 UTC,2015-05-10 23:28:49 UTC,-5.298299999999988,0.0914883100298648,772.2062083000001,1,0,0,0
392,COC1=C(OC)C=C(C=C1)C1=C(OC)C(=O)C2=C(O1)C(OC)=C(OC)C(OC)=C2OC,Flavonoids,Flavonols,3-Methoxynobiletin,432.421,C22H24O9,,2002-09-04 16:08:09 UTC,2015-05-10 23:28:49 UTC,3.5202000000000027,0.5297263608334195,432.14203234799993,0,7,0,0
393,COC1=C(OC)C=C(C=C1)C1=C(OC)C(=O)C2=C(OC)C(OC)=C(OC)C=C2O1,Flavonoids,Flavonols,3-Methoxysinensetin,402.395,C21H22O8,,2004-04-22 14:58:40 UTC,2015-05-10 23:28:49 UTC,3.5116000000000023,0.5935296943511097,402.13146766399996,0,6,0,0
394,OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,Flavonoids,Isoflavonoids,Daidzein,254.238,C15H10O4,486-66-8,2004-11-24 00:00:00 UTC,2015-05-10 23:28:49 UTC,2.871200000000001,0.700091545915688,254.0579088,2,0,0,0
395,COC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,Flavonoids,Isoflavonoids,Formononetin,268.264,C16H12O4,485-72-3,2004-09-08 00:00:00 UTC,2015-05-10 23:28:49 UTC,3.1742000000000017,0.7751029818957302,268.073558864,1,1,0,0
396,OC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O,Flavonoids,Isoflavonoids,Genistein,270.237,C15H10O5,446-72-0,2004-11-24 00:00:00 UTC,2015-05-10 23:28:49 UTC,2.576800000000001,0.6318329361180623,270.05282342,3,0,0,0
397,COC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O,Flavonoids,Isoflavonoids,Biochanin A,284.263,C16H12O5,491-80-5,2004-09-08 00:00:00 UTC,2015-05-10 23:28:49 UTC,2.8798000000000017,0.7560099167404621,284.068473484,2,1,0,0
398,COC1=C(O)C=C2OC=C(C(=O)C2=C1)C1=CC=C(O)C=C1,Flavonoids,Isoflavonoids,Glycitein,284.263,C16H12O5,40957-83-3,2007-06-29 00:00:00 UTC,2015-05-10 23:28:49 UTC,2.8798000000000004,0.756009916740462,284.06847348400004,2,1,0,0
