id,smiles,compound_class,compound_subclass,name,molecular_weight,formula,cas_number,created_at,updated_at
363,[H][C@@]1(OC2=CC=C(C=C2O)C2=C(OC)C(=O)C3=C(O)C4=C(OCO4)C=C3O2)O[C@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,"5,3',4'-Trihydroxy-3-methoxy-6:7-methylenedioxyflavone 4'-O-glucuronide",520.396,C23H20O14,"",2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC
364,[H][C@@]1(OC2=CC=C(C=C2OC)C2=C(OC)C(=O)C3=C(O)C4=C(OCO4)C=C3O2)O[C@]([H])(C(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,"5,4'-Dihydroxy-3,3'-dimethoxy-6:7-methylenedioxyflavone 4'-O-glucuronide",534.423,C24H22O14,"",2006-08-09 12:52:52 UTC,2015-05-10 23:28:48 UTC
367,[H][C@]1(CO)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-xylosyl-glucoside,580.492,C26H28O15,"",2007-03-23 00:00:00 UTC,2015-05-10 23:28:48 UTC
368,[H][C@]1(COC(C)=O)O[C@@]([H])(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-acetyl-glucoside,490.414,C23H22O12,"",2007-03-23 00:00:00 UTC,2015-05-10 23:28:49 UTC
369,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-xylosyl-rutinoside,742.632,C32H38O20,"",2007-03-27 00:00:00 UTC,2015-05-10 23:28:49 UTC
370,[H][C@@]1(C)O[C@@]([H])(O[C@]2([H])[C@@]([H])(O)[C@]([H])(C)O[C@@]([H])(OC[C@@]3([H])O[C@@]([H])(OC4=C(OC5=CC(O)=CC(O)=C5C4=O)C4=CC=C(O)C=C4)[C@]([H])(O)[C@@]([H])(O)[C@]3([H])O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-xylosyl-rutinoside,740.659,C33H40O19,"",2007-03-27 00:00:00 UTC,2015-05-10 23:28:49 UTC
375,OC[C@H]1OC(OC2=CC(O)=C3C(=O)C([O-])=C(OC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Flavonols,Kaempferol 7-O-glucoside,447.369,C21H19O11,"",2007-05-21 00:00:00 UTC,2015-05-10 23:28:49 UTC
376,CC1OC(OC2=CC(O)=C3C(=O)C(OC4OC(CO)C(O)C(O)C4O)=C(OC3=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O,Flavonoids,Flavonols,Kaempferol 3-O-galactoside 7-O-rhamnoside,594.518,C27H30O15,"",2007-05-21 00:00:00 UTC,2015-05-10 23:28:49 UTC
377,[H][C@@]1(C)O[C@@]([H])(OC2=CC(O)=C3C(=O)C(O[C@]4([H])O[C@]([H])(COC(C)=O)[C@]([H])(O)[C@]([H])(O)[C@@]4([H])O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-(6''-acetyl-galactoside) 7-O-rhamnoside,636.555,C29H32O16,"",2007-05-21 00:00:00 UTC,2015-05-10 23:28:49 UTC
378,C[C@@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)=C(OC3=C2)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-galactoside 7-O-rhamnoside,610.518,C27H30O16,"",2007-05-21 00:00:00 UTC,2015-05-10 23:28:49 UTC
379,CC1OC(OC2=CC3=C(C(O)=C2)C(=O)C(OC2OC(COC(C)=O)C(O)C(O)C2O)=C(O3)C2=CC=C(O)C(O)=C2)C(O)C(O)C1O,Flavonoids,Flavonols,Quercetin 3-O-(6''-acetyl-galactoside) 7-O-rhamnoside,652.554,C29H32O17,"",2007-05-21 00:00:00 UTC,2015-05-10 23:28:49 UTC
380,[H][C@@]1(C)O[C@@]([H])(OC2=CC(O)=C3C(=O)C(O[C@]4([H])O[C@]([H])(CO)[C@]([H])(O)[C@]([H])(O)[C@@]4([H])O[C@]4([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]4([H])O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-(2''-rhamnosyl-galactoside) 7-O-rhamnoside,740.659,C33H40O19,"",2007-05-21 00:00:00 UTC,2015-05-10 23:28:49 UTC
381,[H][C@@]1(C)O[C@@]([H])(OC2=CC(O)=C3C(=O)C(O[C@]4([H])O[C@]([H])(COC(O)=O)[C@]([H])(O)[C@]([H])(O)[C@@]4([H])O[C@]4([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]4([H])O)=C(OC3=C2)C2=CC=C(O)C=C2)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-(2''-rhamnosyl-6''-acetyl-galactoside) 7-O-rhamnoside,784.669,C34H40O21,"",2007-05-21 00:00:00 UTC,2015-05-10 23:28:49 UTC
382,OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C(O)=C(O)C(O)=C2O,Flavonoids,Flavonols,"6,8-Dihydroxykaempferol",318.235,C15H10O8,"",2007-10-02 00:00:00 UTC,2015-05-10 23:28:49 UTC
383,[H][C@]1(CO)O[C@@]([H])(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(OC)=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Isorhamnetin 3-O-galactoside,478.403,C22H22O12,"",2007-10-02 00:00:00 UTC,2015-05-10 23:28:49 UTC
384,C[C@@H]1O[C@@H](O[C@H]2[C@H](C)O[C@@H](OC[C@H]3O[C@@H](OC4=C(OC5=CC(O)=CC(O)=C5C4=O)C4=CC(O)=C(O)C=C4)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Flavonoids,Flavonols,Quercetin 3-O-rhamnosyl-rhamnosyl-glucoside,756.659,C33H40O20,"",2007-10-17 00:00:00 UTC,2015-05-10 23:28:49 UTC
385,[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O[C@]2([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O,Flavonoids,Flavonols,Kaempferol 3-O-rhamnosyl-rhamnosyl-glucoside,740.659,C33H40O19,"",2007-10-17 00:00:00 UTC,2015-05-10 23:28:49 UTC
386,COC1=C(OC2=CC(O)=CC(O)=C2C1=O)C1=CC=CC=C1,Flavonoids,Flavonols,Methylgalangin,284.263,C16H12O5,"",2007-11-01 00:00:00 UTC,2015-05-10 23:28:49 UTC
387,[H][C@]1(CO)O[C@@]([H])(OC2=CC=C(C=C2)C2=C(O[C@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)C(=O)C3=C(O)C=C(O[C@]4([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]4([H])O)C=C3O2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,Flavonoids,Flavonols,"Kaempferol 3,7,4'-O-triglucoside",772.658,C33H40O21,"",2007-11-07 00:00:00 UTC,2015-05-10 23:28:49 UTC
392,COC1=C(OC)C=C(C=C1)C1=C(OC)C(=O)C2=C(O1)C(OC)=C(OC)C(OC)=C2OC,Flavonoids,Flavonols,3-Methoxynobiletin,432.421,C22H24O9,"",2002-09-04 16:08:09 UTC,2015-05-10 23:28:49 UTC
393,COC1=C(OC)C=C(C=C1)C1=C(OC)C(=O)C2=C(OC)C(OC)=C(OC)C=C2O1,Flavonoids,Flavonols,3-Methoxysinensetin,402.395,C21H22O8,"",2004-04-22 14:58:40 UTC,2015-05-10 23:28:49 UTC
394,OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,Flavonoids,Isoflavonoids,Daidzein,254.238,C15H10O4,486-66-8,2004-11-24 00:00:00 UTC,2015-05-10 23:28:49 UTC
395,COC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,Flavonoids,Isoflavonoids,Formononetin,268.264,C16H12O4,485-72-3,2004-09-08 00:00:00 UTC,2015-05-10 23:28:49 UTC
396,OC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O,Flavonoids,Isoflavonoids,Genistein,270.237,C15H10O5,446-72-0,2004-11-24 00:00:00 UTC,2015-05-10 23:28:49 UTC
397,COC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O,Flavonoids,Isoflavonoids,Biochanin A,284.263,C16H12O5,491-80-5,2004-09-08 00:00:00 UTC,2015-05-10 23:28:49 UTC
398,COC1=C(O)C=C2OC=C(C(=O)C2=C1)C1=CC=C(O)C=C1,Flavonoids,Isoflavonoids,Glycitein,284.263,C16H12O5,40957-83-3,2007-06-29 00:00:00 UTC,2015-05-10 23:28:49 UTC
399,OC1=CC2=C(C=C1)C1=C(O2)C2=C(OC1=O)C=C(O)C=C2,Other polyphenols,Other polyphenols,Coumestrol,268.221,C15H8O5,479-13-0,2007-06-29 00:00:00 UTC,2015-05-10 23:44:11 UTC
400,COC1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C2OC=C(C(=O)C2=C1)C1=CC=C(O)C=C1,Flavonoids,Isoflavonoids,Glycitin,446.404,C22H22O10,"",2009-06-08 15:59:33 UTC,2015-05-10 23:28:49 UTC
401,CC(=O)OC[C@H]1O[C@@H](OC2=CC3=C(C=C2)C(=O)C(=CO3)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Isoflavonoids,6''-O-Acetyldaidzin,458.415,C23H22O10,"",2009-06-08 16:10:28 UTC,2015-05-10 23:28:50 UTC
402,O[C@H]1[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@@H](OC2=CC(O)=C3C(OC=C(C3=O)C3=CC=C(O)C=C3)=C2)[C@@H]1O,Flavonoids,Isoflavonoids,6''-O-Malonylgenistin,518.424,C24H22O13,"",2009-06-08 16:19:20 UTC,2015-05-10 23:28:50 UTC
403,OC[C@H]1O[C@@H](OC2=CC3=C(C=C2)C(=O)C(=CO3)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Isoflavonoids,Daidzin,416.378,C21H20O9,552-66-9,2009-06-08 16:37:45 UTC,2015-05-10 23:28:50 UTC
404,OC[C@H]1O[C@@H](OC2=CC(O)=C3C(=O)C(=COC3=C2)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Isoflavonoids,Genistin,432.378,C21H20O10,529-59-9,2009-06-08 16:52:07 UTC,2015-05-10 23:28:50 UTC
405,CC(=O)OC[C@H]1O[C@@H](OC2=CC(O)=C3C(OC=C(C3=O)C3=CC=C(O)C=C3)=C2)[C@H](O)[C@@H](O)[C@@H]1O,Flavonoids,Isoflavonoids,6''-O-Acetylgenistin,474.414,C23H22O11,"",2009-06-10 12:35:55 UTC,2015-05-10 23:28:50 UTC
406,COC1=CC2=C(OC=C(C2=O)C2=CC=C(O)C=C2)C=C1O[C@@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]1O,Flavonoids,Isoflavonoids,6''-O-Acetylglycitin,488.441,C24H24O11,"",2009-06-10 12:47:54 UTC,2015-05-10 23:28:50 UTC
407,O[C@H]1[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@@H](OC2=CC3=C(C=C2)C(=O)C(=CO3)C2=CC=C(O)C=C2)[C@@H]1O,Flavonoids,Isoflavonoids,6''-O-Malonyldaidzin,502.424,C24H22O12,"",2009-06-10 15:09:22 UTC,2015-05-10 23:28:50 UTC
408,COC1=C(O[C@@H]2O[C@H](COC(=O)CC(O)=O)[C@@H](O)[C@H](O)[C@H]2O)C=C2OC=C(C(=O)C2=C1)C1=CC=C(O)C=C1,Flavonoids,Isoflavonoids,6''-O-Malonylglycitin,532.45,C25H24O13,"",2009-06-10 14:56:15 UTC,2015-05-10 23:28:50 UTC
411,[H][C@]1(CO)O[C@@]([H])(OC2=CC3=C4C(OC(=O)C5=CC(O)=C(O)C(OC3=O)=C45)=C2O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,Phenolic acids,Hydroxybenzoic acids,Ellagic acid glucoside,464.333,C20H16O13,"",2005-03-15 15:05:35 UTC,2015-05-10 23:28:50 UTC
412,OC(=O)C1=CC(O)=C(O)C=C1,Phenolic acids,Hydroxybenzoic acids,Protocatechuic acid,154.12,C7H6O4,99-50-3,2002-09-12 14:09:47 UTC,2015-05-10 23:28:50 UTC
413,OC(=O)C1=CC(O)=C(O)C(O)=C1,Phenolic acids,Hydroxybenzoic acids,Gallic acid,170.12,C7H6O5,149-91-7,2002-09-12 14:10:47 UTC,2015-05-10 23:28:50 UTC
414,COC1=C(O)C=CC(=C1)C(O)=O,Phenolic acids,Hydroxybenzoic acids,Vanillic acid,168.147,C8H8O4,121-34-6,2004-05-06 16:14:14 UTC,2015-05-10 23:28:50 UTC
416,OC(=O)C1=C(O)C=CC(O)=C1,Phenolic acids,Hydroxybenzoic acids,Gentisic acid,154.12,C7H6O4,490-79-9,2004-08-30 00:00:00 UTC,2015-05-10 23:28:50 UTC
417,OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2,Phenolic acids,Hydroxybenzoic acids,Ellagic acid,302.193,C14H6O8,476-66-4,2004-08-26 00:00:00 UTC,2015-05-10 23:28:50 UTC
418,OC(=O)C1=CC=C(O)C=C1,Phenolic acids,Hydroxybenzoic acids,4-Hydroxybenzoic acid,138.121,C7H6O3,99-96-7,2004-05-06 16:05:32 UTC,2015-05-10 23:28:50 UTC
420,COC1=CC(=CC(OC)=C1O)C(O)=O,Phenolic acids,Hydroxybenzoic acids,Syringic acid,198.173,C9H10O5,530-57-4,2004-06-18 00:00:00 UTC,2015-05-10 23:28:50 UTC
421,O[C@@H]1C[C@](O)(C[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@H]1O)C(O)=O,Phenolic acids,Hydroxybenzoic acids,5-O-Galloylquinic acid,344.271,C14H16O10,"",2004-10-28 14:50:38 UTC,2016-06-02 09:25:21 UTC
422,[H][C@]1(O)CO[C@@]([H])(OC2=CC3=C4C(OC(=O)C5=CC(O)=C(O)C(OC3=O)=C45)=C2O)[C@]([H])(O)[C@@]1([H])O,Phenolic acids,Hydroxybenzoic acids,Ellagic acid arabinoside,434.307,C19H14O12,"",2005-01-25 10:32:20 UTC,2015-05-10 23:28:50 UTC
423,[H][C@]1(CO[C@@]([H])(OC2=CC3=C4C(OC(=O)C5=CC(O)=C(O)C(OC3=O)=C45)=C2O)[C@]([H])(O)[C@@]1([H])O)OC(C)=O,Phenolic acids,Hydroxybenzoic acids,Ellagic acid acetyl-xyloside,476.344,C21H16O13,"",2005-01-25 10:32:20 UTC,2015-05-10 23:28:50 UTC
424,[H][C@@]1(CO[C@@]([H])(OC2=CC3=C4C(OC(=O)C5=CC(O)=C(O)C(OC3=O)=C45)=C2O)[C@]([H])(O)[C@@]1([H])O)OC(C)=O,Phenolic acids,Hydroxybenzoic acids,Ellagic acid acetyl-arabinoside,476.344,C21H16O13,"",2005-01-25 10:32:20 UTC,2015-05-10 23:28:50 UTC
427,OC(=O)C1=CC=CC=C1,Phenolic acids,Hydroxybenzoic acids,Benzoic acid,122.121,C7H6O2,65-85-0,2005-01-26 10:45:03 UTC,2015-05-10 23:28:50 UTC
428,OC(=O)C1=CC=CC=C1O,Phenolic acids,Hydroxybenzoic acids,2-Hydroxybenzoic acid,138.121,C7H6O3,69-72-7,2005-01-26 00:00:00 UTC,2015-05-10 23:28:50 UTC
429,OC(=O)C1=CC(O)=CC=C1,Phenolic acids,Hydroxybenzoic acids,3-Hydroxybenzoic acid,138.121,C7H6O3,99-06-9,2005-01-26 00:00:00 UTC,2015-05-10 23:28:50 UTC
430,OC(=O)C1=C(O)C(O)=CC=C1,Phenolic acids,Hydroxybenzoic acids,"2,3-Dihydroxybenzoic acid",154.12,C7H6O4,303-38-8,2005-01-26 13:37:52 UTC,2015-05-10 23:28:51 UTC
431,OC(=O)C1=C(O)C=C(O)C=C1,Phenolic acids,Hydroxybenzoic acids,"2,4-Dihydroxybenzoic acid",154.12,C7H6O4,89-86-1,2005-01-26 13:37:52 UTC,2015-05-10 23:28:51 UTC
433,OCC1OC(OC2=CC=C(C=C2)C(O)=O)C(O)C(O)C1O,Phenolic acids,Hydroxybenzoic acids,4-Hydroxybenzoic acid 4-O-glucoside,300.261,C13H16O8,"",2005-02-04 00:00:00 UTC,2015-05-10 23:28:51 UTC
434,OCC1OC(OC2=C(O)C=C(C=C2)C(O)=O)C(O)C(O)C1O,Phenolic acids,Hydroxybenzoic acids,Protocatechuic acid 4-O-glucoside,316.261,C13H16O9,"",2005-02-04 00:00:00 UTC,2015-05-10 23:28:51 UTC
435,[H][C@]1(CO)O[C@@]([H])(OC2=C(O)C=C(C=C2O)C(O)=O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,Phenolic acids,Hydroxybenzoic acids,Gallic acid 4-O-glucoside,332.26,C13H16O10,"",2005-02-04 00:00:00 UTC,2015-05-10 23:28:51 UTC
436,OC(=O)C1=CC(O)=CC(O)=C1,Phenolic acids,Hydroxybenzoic acids,"3,5-Dihydroxybenzoic acid",154.12,C7H6O4,99-10-5,2006-04-26 16:02:55 UTC,2015-05-10 23:28:51 UTC
437,OC(=O)C1=C(O)C=CC=C1O,Phenolic acids,Hydroxybenzoic acids,"2,6-Dihydroxybenzoic acid",154.12,C7H6O4,303-07-1,2006-04-26 16:02:55 UTC,2015-05-10 23:28:51 UTC
438,OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1,Phenolic acids,Hydroxybenzoic acids,Gallic acid 3-O-gallate,322.224,C14H10O9,536-08-3,2007-03-19 00:00:00 UTC,2015-05-10 23:28:51 UTC
439,CCOC(=O)C1=CC(O)=C(O)C(O)=C1,Phenolic acids,Hydroxybenzoic acids,Gallic acid ethyl ester,198.173,C9H10O5,"",2005-09-07 13:43:27 UTC,2015-05-10 23:28:51 UTC
440,OC(=O)C1=C(OC2=C(O)C3=C4C(=C2)C(=O)OC2=C(O)C(O)=CC(C(=O)O3)=C42)C(O)=C(O)C(O)=C1,Phenolic acids,Hydroxybenzoic acids,Valoneic acid dilactone,470.296,C21H10O13,"",2007-10-05 00:00:00 UTC,2015-05-10 23:28:51 UTC
444,CO[C@H]1OC(OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,Phenolic acids,Hydroxybenzoic acids,Galloyl glucose,332.26,C13H16O10,"",2005-02-04 00:00:00 UTC,2015-05-10 23:28:51 UTC
445,[H][C@@]12COC(=O)C3=CC(O)=C(O)C(O)=C3C3=C(O)C(O)=C(O)C=C3C(=O)O[C@@]1([H])[C@]1([H])OC(=O)C3=CC(O)=C(O)C(O)=C3C3=C(O)C(O)=C(O)C=C3C(=O)O[C@@]1([H])[C@]([H])(OC(=O)C1=CC(O)=C(O)C(OC3=C4C(=C(O)C(O)=C3O)C3=C(O)C(O)=C(O)C=C3C(=O)OC[C@@]3([H])O[C@@]([H])(OC(=O)C5=CC(O)=C(O)C(OC6=C7C(=C(O)C(O)=C6O)C6=C(O)C(O)=C(O)C=C6C(=O)OC[C@@]6([H])O[C@@]([H])(OC(=O)C8=CC(O)=C(O)C(O)=C8)[C@]8([H])OC(=O)C9=CC(O)=C(O)C(O)=C9C9=C(O)C(O)=C(O)C=C9C(=O)O[C@@]8([H])[C@]6([H])OC7=O)=C5)[C@]5([H])OC(=O)C6=CC(O)=C(O)C(O)=C6C6=C(O)C(O)=C(O)C=C6C(=O)O[C@@]5([H])[C@]3([H])OC4=O)=C1)O2,Phenolic acids,Hydroxybenzoic acids,Lambertianin C,2805.9,C123H80O78,"",2005-01-24 00:00:00 UTC,2015-05-10 23:28:51 UTC
446,OCC1OC(OC(=O)C2=CC(O)=C3OC4=C(OC3=C2)C(O)=C2C(=C4)C(=O)O\C=C\OC(OC(=O)C3=CC(O)=C(O)C(OC4=C(O)C(O)=C(O)C(=C4C(O)=O)C4=C(O)C(O)=C(O)C=C4C(O)=O)=C3)C3OC(=O)C4=CC(O)=C(O)C(O)=C4C4=C(O)C(O)=C(O)C=C4C(=O)OC3COC(=O)C3=CC(O)=C(O)C(O)=C23)C2OC(=O)C3=CC(O)=C(O)C(O)=C3C3=C(O)C(O)=C(O)C=C3C(=O)OC1C2O,Phenolic acids,Hydroxybenzoic acids,Sanguiin H-6,1871.28,C82H54O52,82978-00-5,2005-01-24 00:00:00 UTC,2015-05-10 23:28:51 UTC
449,OC1OC2COC(=O)C3=CC(O)=C(O)C(O)=C3C3=C(O)C(O)=C4OC(=O)C5=C6C(OC(=O)C3=C46)=C(O)C(O)=C5C3=C(O)C(O)=C(O)C=C3C(=O)OC2C2OC(=O)C3=CC(O)=C(O)C(O)=C3C3=C(O)C(O)=C(O)C=C3C(=O)OC12,Phenolic acids,Hydroxybenzoic acids,Punicalagin,1084.72,C48H28O30,65995-63-3,2008-04-16 00:00:00 UTC,2015-05-10 23:28:51 UTC
454,OC(=O)C=CC1=CC=C(O)C=C1,Phenolic acids,Hydroxycinnamic acids,p-Coumaric acid,164.158,C9H8O3,7400-08-0,2002-09-25 13:36:42 UTC,2015-05-10 23:28:51 UTC
455,[H][C@@]1(O)C[C@](O)(C[C@@]([H])(OC(=O)\C=C\C2=CC=C(O)C=C2)[C@]1([H])O)C(O)=O,Phenolic acids,Hydroxycinnamic acids,5-p-Coumaroylquinic acid,338.309,C16H18O8,"",2002-08-28 13:39:07 UTC,2015-05-10 23:28:51 UTC
456,O[C@@H]1C[C@](O)(C(O)=O)C[C@@H](O)[C@H]1OC(=O)\C=C\C1=CC=C(O)C=C1,Phenolic acids,Hydroxycinnamic acids,4-p-Coumaroylquinic acid,338.309,C16H18O8,"",2002-08-21 15:05:48 UTC,2016-06-02 09:18:36 UTC
457,OC(=O)\C=C\C1=CC(O)=C(O)C=C1,Phenolic acids,Hydroxycinnamic acids,Caffeic acid,180.157,C9H8O4,331-39-5,2002-08-21 08:54:05 UTC,2015-05-10 23:28:51 UTC
458,COC1=C(O)C=CC(\C=C\C(=O)O[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)=C1,Phenolic acids,Hydroxycinnamic acids,Feruloyl glucose,356.325,C16H20O9,"",2002-08-21 15:11:17 UTC,2015-05-10 23:28:51 UTC
459,COC1=C(O)C=CC(C=CC(O)=O)=C1,Phenolic acids,Hydroxycinnamic acids,Ferulic acid,194.184,C10H10O4,1135-24-6,2002-09-23 09:04:36 UTC,2015-05-10 23:28:51 UTC
460,O[C@H]([C@@H](OC(=O)\C=C\C1=CC(O)=C(O)C=C1)C(O)=O)C(O)=O,Phenolic acids,Hydroxycinnamic acids,Caffeoyl tartaric acid,312.229,C13H12O9,"",2005-08-18 12:01:08 UTC,2015-05-10 23:28:51 UTC
461,OC(=O)[C@@H](CC1=CC(O)=C(O)C=C1)OC(=O)\C=C\C1=CC(O)=C(O)C=C1,Phenolic acids,Hydroxycinnamic acids,Rosmarinic acid,360.315,C18H16O8,537-15-5,2003-03-25 14:47:33 UTC,2015-05-10 23:28:51 UTC
462,OC(=O)C=CC1=CC=CC=C1O,Phenolic acids,Hydroxycinnamic acids,o-Coumaric acid,164.158,C9H8O3,"",2004-08-10 00:00:00 UTC,2015-05-10 23:28:51 UTC
463,OC(=O)\C=C\C1=CC(O)=CC=C1,Phenolic acids,Hydroxycinnamic acids,m-Coumaric acid,164.158,C9H8O3,588-30-7,2004-08-26 00:00:00 UTC,2015-05-10 23:28:51 UTC
464,COC1=CC(C=CC(O)=O)=CC(OC)=C1O,Phenolic acids,Hydroxycinnamic acids,Sinapic acid,224.21,C11H12O5,530-59-6,2002-09-19 09:46:19 UTC,2015-05-10 23:28:51 UTC
465,OCC1OC(OC(=O)\C=C\C2=CC=C(O)C=C2)C(O)C(O)C1O,Phenolic acids,Hydroxycinnamic acids,p-Coumaroyl glucose,326.299,C15H18O8,"",2002-09-20 16:21:31 UTC,2015-05-10 23:28:51 UTC
466,O[C@@H]1C[C@](O)(C(O)=O)C[C@@H](O)[C@H]1OC(=O)\C=C\C1=CC=C(O)C=C1,Phenolic acids,Hydroxycinnamic acids,p-Coumaroylquinic acid,338.309,C16H18O8,"",2002-09-20 14:53:52 UTC,2016-06-02 09:20:20 UTC
467,O[C@@H]1C[C@@](O)(C[C@@H](OC(=O)\C=C\C2=CC=C(O)C(O)=C2)[C@H]1O)C(O)=O,Phenolic acids,Hydroxycinnamic acids,3-Caffeoylquinic acid,354.309,C16H18O9,327-97-9,2002-09-20 16:21:09 UTC,2016-06-02 08:19:48 UTC
468,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCC3=CC(O)=C(O)C=C3)O[C@H](CO)[C@H]2OC(=O)\C=C\C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,Phenolic acids,Hydroxycinnamic acids,Verbascoside,624.587,C29H36O15,61276-17-3,2003-05-05 11:53:32 UTC,2015-05-10 23:28:51 UTC
469,O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1OC(=O)\C=C\C1=CC(O)=C(O)C=C1)C(O)=O,Phenolic acids,Hydroxycinnamic acids,4-Caffeoylquinic acid,354.309,C16H18O9,"",2004-08-26 00:00:00 UTC,2016-06-02 08:07:05 UTC
470,OC(C(OC(=O)\C=C\C1=CC=C(O)C=C1)C(O)=O)C(O)=O,Phenolic acids,Hydroxycinnamic acids,p-Coumaroyl tartaric acid,296.23,C13H12O8,"",2005-08-18 12:06:21 UTC,2015-05-10 23:28:52 UTC
471,NC(CCC(=O)NC(CSC1=CC(\C=C\C(=O)OC(C(O)C(O)=O)C(O)=O)=C(SCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(O)=C1O)C(=O)NCC(O)=O)C(O)=O,Phenolic acids,Hydroxycinnamic acids,"2,5-di-S-Glutathionyl caftaric acid",922.844,C33H42N6O21S2,"",2005-08-18 12:22:45 UTC,2015-05-10 23:28:52 UTC
